Core, 0
Cumulative Cycles, 12767247            
Cumulative Instructions, 20000000            
Cumulative IPC, 1.56651
Periodic Cycles, 6235386             
Periodic Instructions, 10000000            
Periodic IPC, 1.60375

BTB_ON_PATH_MISS_count,        153776
BTB_ON_PATH_MISS_pct,        8.413
BTB_ON_PATH_MISS_total_count,        350261
BTB_ON_PATH_MISS_total_pct,        9.574

BTB_ON_PATH_HIT_count,       1674043
BTB_ON_PATH_HIT_pct,       91.587
BTB_ON_PATH_HIT_total_count,       3308273
BTB_ON_PATH_HIT_total_pct,       90.426
BTB_ON_PATH_HIT_sum_count,       1827819
BTB_ON_PATH_HIT_sum_pct,      100.000
BTB_ON_PATH_HIT_sum_total_count,       3658534
BTB_ON_PATH_HIT_sum_total_pct,      100.000
BTB_ON_PATH_HIT_mean,         0.92
BTB_ON_PATH_HIT_stddev,         0.88
BTB_ON_PATH_HIT_total_mean,         0.90
BTB_ON_PATH_HIT_total_stddev,         0.86

BTB_OFF_PATH_MISS_count,        481403
BTB_OFF_PATH_MISS_pct,        5.869
BTB_OFF_PATH_MISS_total_count,       1363685
BTB_OFF_PATH_MISS_total_pct,        8.246

BTB_OFF_PATH_HIT_count,       7720919
BTB_OFF_PATH_HIT_pct,       94.131
BTB_OFF_PATH_HIT_total_count,      15174650
BTB_OFF_PATH_HIT_total_pct,       91.754
BTB_OFF_PATH_HIT_sum_count,       8202322
BTB_OFF_PATH_HIT_sum_pct,      100.000
BTB_OFF_PATH_HIT_sum_total_count,      16538335
BTB_OFF_PATH_HIT_sum_total_pct,      100.000
BTB_OFF_PATH_HIT_mean,         0.94
BTB_OFF_PATH_HIT_stddev,         0.92
BTB_OFF_PATH_HIT_total_mean,         0.92
BTB_OFF_PATH_HIT_total_stddev,         0.88

BTB_ON_PATH_WRITE_count,          8319
BTB_ON_PATH_WRITE_pct,      100.000
BTB_ON_PATH_WRITE_total_count,         16910
BTB_ON_PATH_WRITE_total_pct,       99.641

BTB_OFF_PATH_WRITE_count,             0
BTB_OFF_PATH_WRITE_pct,        0.000
BTB_OFF_PATH_WRITE_total_count,            61
