Core, 0
Cumulative Cycles, 31005885            
Cumulative Instructions, 20000000            
Cumulative IPC, 0.64504
Periodic Cycles, 15576805            
Periodic Instructions, 10000000            
Periodic IPC, 0.64198

ICACHE_MISS_count,           394
ICACHE_MISS_pct,        0.130
ICACHE_MISS_total_count,          1176
ICACHE_MISS_total_pct,        0.196

ICACHE_HIT_count,        302848
ICACHE_HIT_pct,       99.870
ICACHE_HIT_total_count,        597745
ICACHE_HIT_total_pct,       99.804
ICACHE_HIT_sum_count,        303242
ICACHE_HIT_sum_pct,      100.000
ICACHE_HIT_sum_total_count,        598921
ICACHE_HIT_sum_total_pct,      100.000
ICACHE_HIT_mean,         1.00
ICACHE_HIT_stddev,         1.00
ICACHE_HIT_total_mean,         1.00
ICACHE_HIT_total_stddev,         1.00

ICACHE_MISS_ONPATH_count,           316
ICACHE_MISS_ONPATH_pct,       80.203
ICACHE_MISS_ONPATH_total_count,           811
ICACHE_MISS_ONPATH_total_pct,       68.963

ICACHE_MISS_OFFPATH_count,            78
ICACHE_MISS_OFFPATH_pct,       19.797
ICACHE_MISS_OFFPATH_total_count,           365
ICACHE_MISS_OFFPATH_total_pct,       31.037
ICACHE_MISS_OFFPATH_sum_count,           394
ICACHE_MISS_OFFPATH_sum_pct,      100.000
ICACHE_MISS_OFFPATH_sum_total_count,          1176
ICACHE_MISS_OFFPATH_sum_total_pct,      100.000
ICACHE_MISS_OFFPATH_mean,         0.20
ICACHE_MISS_OFFPATH_stddev,         0.37
ICACHE_MISS_OFFPATH_total_mean,         0.31
ICACHE_MISS_OFFPATH_total_stddev,         0.42

ICACHE_MISS_NOT_PREFETCHED_count,             0
ICACHE_MISS_NOT_PREFETCHED_pct,        0.000
ICACHE_MISS_NOT_PREFETCHED_total_count,            37
ICACHE_MISS_NOT_PREFETCHED_total_pct,        3.203

ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_pct,        0.000
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_total_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_total_pct,        0.000

ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_pct,        0.000
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_total_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_total_pct,        0.000

ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_count,            78
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_pct,       19.797
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_total_count,           351
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_total_pct,       30.390

ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_count,           316
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_pct,       80.203
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_count,           767
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_pct,       66.407
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_count,           394
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_pct,      100.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_total_count,          1155
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_total_pct,      100.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_mean,         3.80
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_stddev,         3.43
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_mean,         3.57
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_stddev,         2.95

ICACHE_HIT_ONPATH_count,        133374
ICACHE_HIT_ONPATH_pct,       44.040
ICACHE_HIT_ONPATH_total_count,        264124
ICACHE_HIT_ONPATH_total_pct,       44.187

ICACHE_HIT_OFFPATH_count,        169474
ICACHE_HIT_OFFPATH_pct,       55.960
ICACHE_HIT_OFFPATH_total_count,        333621
ICACHE_HIT_OFFPATH_total_pct,       55.813
ICACHE_HIT_OFFPATH_sum_count,        302848
ICACHE_HIT_OFFPATH_sum_pct,      100.000
ICACHE_HIT_OFFPATH_sum_total_count,        597745
ICACHE_HIT_OFFPATH_sum_total_pct,      100.000
ICACHE_HIT_OFFPATH_mean,         0.56
ICACHE_HIT_OFFPATH_stddev,         0.53
ICACHE_HIT_OFFPATH_total_mean,         0.56
ICACHE_HIT_OFFPATH_total_stddev,         0.53

ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_count,             0
ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_pct,         -nan
ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_total_count,             0
ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_total_pct,         -nan

ICACHE_HIT_ONPATH_SAT_BY_ONPATH_count,             0
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_pct,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_total_count,             0
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_total_pct,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_sum_count,             0
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_sum_pct,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_sum_total_count,             0
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_sum_total_pct,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_mean,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_stddev,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_total_mean,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_total_stddev,         -nan

ICACHE_HIT_OFFPATH_SAT_BY_OFFPATH_count,             0
ICACHE_HIT_OFFPATH_SAT_BY_OFFPATH_pct,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_OFFPATH_total_count,             0
ICACHE_HIT_OFFPATH_SAT_BY_OFFPATH_total_pct,         -nan

ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_count,             0
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_pct,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_total_count,             0
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_total_pct,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_sum_count,             0
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_sum_pct,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_sum_total_count,             0
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_sum_total_pct,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_mean,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_stddev,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_total_mean,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_total_stddev,         -nan

ICACHE_HIT_BY_FDIP_ONPATH_count,             0
ICACHE_HIT_BY_FDIP_ONPATH_pct,         -nan
ICACHE_HIT_BY_FDIP_ONPATH_total_count,             0
ICACHE_HIT_BY_FDIP_ONPATH_total_pct,         -nan

ICACHE_HIT_BY_FDIP_OFFPATH_count,             0
ICACHE_HIT_BY_FDIP_OFFPATH_pct,         -nan
ICACHE_HIT_BY_FDIP_OFFPATH_total_count,             0
ICACHE_HIT_BY_FDIP_OFFPATH_total_pct,         -nan
ICACHE_HIT_BY_FDIP_OFFPATH_sum_count,             0
ICACHE_HIT_BY_FDIP_OFFPATH_sum_pct,         -nan
ICACHE_HIT_BY_FDIP_OFFPATH_sum_total_count,             0
ICACHE_HIT_BY_FDIP_OFFPATH_sum_total_pct,         -nan
ICACHE_HIT_BY_FDIP_OFFPATH_mean,         -nan
ICACHE_HIT_BY_FDIP_OFFPATH_stddev,         -nan
ICACHE_HIT_BY_FDIP_OFFPATH_total_mean,         -nan
ICACHE_HIT_BY_FDIP_OFFPATH_total_stddev,         -nan

ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_count,           316
ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_pct,       80.203
ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_total_count,           733
ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_total_pct,       65.681

ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_count,            78
ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_pct,       19.797
ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_total_count,           383
ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_total_pct,       34.319
ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_sum_count,           394
ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_sum_pct,      100.000
ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_sum_total_count,          1116
ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_sum_total_pct,      100.000
ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_mean,         0.20
ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_stddev,         0.37
ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_total_mean,         0.34
ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_total_stddev,         0.43

ICACHE_HIT_ONPATH_BY_FDIP_count,             0
ICACHE_HIT_ONPATH_BY_FDIP_pct,        0.000
ICACHE_HIT_ONPATH_BY_FDIP_total_count,             0
ICACHE_HIT_ONPATH_BY_FDIP_total_pct,        0.000

ICACHE_HIT_OFFPATH_BY_FDIP_count,             0
ICACHE_HIT_OFFPATH_BY_FDIP_pct,        0.000
ICACHE_HIT_OFFPATH_BY_FDIP_total_count,             0
ICACHE_HIT_OFFPATH_BY_FDIP_total_pct,        0.000

ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_count,           316
ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_pct,       80.203
ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_total_count,           772
ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_total_pct,       65.758

ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_count,            78
ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_pct,       19.797
ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_total_count,           344
ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_total_pct,       29.302

ICACHE_MISS_TOO_EARLY_ONPATH_count,             0
ICACHE_MISS_TOO_EARLY_ONPATH_pct,        0.000
ICACHE_MISS_TOO_EARLY_ONPATH_total_count,             0
ICACHE_MISS_TOO_EARLY_ONPATH_total_pct,        0.000

