Core, 0
Cumulative Cycles, 31673518            
Cumulative Instructions, 20000000            
Cumulative IPC, 0.63144
Periodic Cycles, 15805914            
Periodic Instructions, 10000000            
Periodic IPC, 0.63267

BTB_ON_PATH_MISS_count,         77011
BTB_ON_PATH_MISS_pct,        4.482
BTB_ON_PATH_MISS_total_count,        159605
BTB_ON_PATH_MISS_total_pct,        4.651

BTB_ON_PATH_HIT_count,       1641044
BTB_ON_PATH_HIT_pct,       95.518
BTB_ON_PATH_HIT_total_count,       3272351
BTB_ON_PATH_HIT_total_pct,       95.349
BTB_ON_PATH_HIT_sum_count,       1718055
BTB_ON_PATH_HIT_sum_pct,      100.000
BTB_ON_PATH_HIT_sum_total_count,       3431956
BTB_ON_PATH_HIT_sum_total_pct,      100.000
BTB_ON_PATH_HIT_mean,         0.96
BTB_ON_PATH_HIT_stddev,         0.93
BTB_ON_PATH_HIT_total_mean,         0.95
BTB_ON_PATH_HIT_total_stddev,         0.93

BTB_OFF_PATH_MISS_count,       1346945
BTB_OFF_PATH_MISS_pct,        3.101
BTB_OFF_PATH_MISS_total_count,       3156479
BTB_OFF_PATH_MISS_total_pct,        3.606

BTB_OFF_PATH_HIT_count,      42093243
BTB_OFF_PATH_HIT_pct,       96.899
BTB_OFF_PATH_HIT_total_count,      84368406
BTB_OFF_PATH_HIT_total_pct,       96.394
BTB_OFF_PATH_HIT_sum_count,      43440188
BTB_OFF_PATH_HIT_sum_pct,      100.000
BTB_OFF_PATH_HIT_sum_total_count,      87524885
BTB_OFF_PATH_HIT_sum_total_pct,      100.000
BTB_OFF_PATH_HIT_mean,         0.97
BTB_OFF_PATH_HIT_stddev,         0.95
BTB_OFF_PATH_HIT_total_mean,         0.96
BTB_OFF_PATH_HIT_total_stddev,         0.95

BTB_ON_PATH_WRITE_count,             1
BTB_ON_PATH_WRITE_pct,      100.000
BTB_ON_PATH_WRITE_total_count,           194
BTB_ON_PATH_WRITE_total_pct,       99.487

BTB_OFF_PATH_WRITE_count,             0
BTB_OFF_PATH_WRITE_pct,        0.000
BTB_OFF_PATH_WRITE_total_count,             1
BTB_OFF_PATH_WRITE_total_pct,        0.513
BTB_OFF_PATH_WRITE_sum_count,             1
BTB_OFF_PATH_WRITE_sum_pct,      100.000
BTB_OFF_PATH_WRITE_sum_total_count,           195
BTB_OFF_PATH_WRITE_sum_total_pct,      100.000
BTB_OFF_PATH_WRITE_mean,         0.00
BTB_OFF_PATH_WRITE_stddev,         -nan
BTB_OFF_PATH_WRITE_total_mean,         0.01
BTB_OFF_PATH_WRITE_total_stddev,         0.07

BP_ON_PATH_CORRECT_count,        892889
BP_ON_PATH_CORRECT_pct,       51.971
BP_ON_PATH_CORRECT_total_count,       1774793
BP_ON_PATH_CORRECT_total_pct,       51.714

BP_ON_PATH_MISPREDICT_count,        825166
BP_ON_PATH_MISPREDICT_pct,       48.029
BP_ON_PATH_MISPREDICT_total_count,       1657163
BP_ON_PATH_MISPREDICT_total_pct,       48.286

BP_ON_PATH_MISFETCH_count,             0
BP_ON_PATH_MISFETCH_pct,        0.000
BP_ON_PATH_MISFETCH_total_count,             0
BP_ON_PATH_MISFETCH_total_pct,        0.000
BP_ON_PATH_MISFETCH_sum_count,       1718055
BP_ON_PATH_MISFETCH_sum_pct,      100.000
BP_ON_PATH_MISFETCH_sum_total_count,       3431956
BP_ON_PATH_MISFETCH_sum_total_pct,      100.000
BP_ON_PATH_MISFETCH_mean,         0.48
BP_ON_PATH_MISFETCH_stddev,         0.36
BP_ON_PATH_MISFETCH_total_mean,         0.48
BP_ON_PATH_MISFETCH_total_stddev,         0.36

BP_OFF_PATH_CORRECT_count,      35080478
BP_OFF_PATH_CORRECT_pct,       80.756
BP_OFF_PATH_CORRECT_total_count,      70845696
BP_OFF_PATH_CORRECT_total_pct,       80.943

BP_OFF_PATH_MISPREDICT_count,       8359710
BP_OFF_PATH_MISPREDICT_pct,       19.244
BP_OFF_PATH_MISPREDICT_total_count,      16679189
BP_OFF_PATH_MISPREDICT_total_pct,       19.057

BP_OFF_PATH_MISFETCH_count,             0
BP_OFF_PATH_MISFETCH_pct,        0.000
BP_OFF_PATH_MISFETCH_total_count,             0
BP_OFF_PATH_MISFETCH_total_pct,        0.000
BP_OFF_PATH_MISFETCH_sum_count,      43440188
BP_OFF_PATH_MISFETCH_sum_pct,      100.000
BP_OFF_PATH_MISFETCH_sum_total_count,      87524885
BP_OFF_PATH_MISFETCH_sum_total_pct,      100.000
BP_OFF_PATH_MISFETCH_mean,         0.19
BP_OFF_PATH_MISFETCH_stddev,         0.35
BP_OFF_PATH_MISFETCH_total_mean,         0.19
BP_OFF_PATH_MISFETCH_total_stddev,         0.35

LATE_BP_ON_PATH_CORRECT_count,       1718055
LATE_BP_ON_PATH_CORRECT_pct,      100.000
LATE_BP_ON_PATH_CORRECT_total_count,       3431956
LATE_BP_ON_PATH_CORRECT_total_pct,      100.000

LATE_BP_ON_PATH_MISPREDICT_count,             0
LATE_BP_ON_PATH_MISPREDICT_pct,        0.000
LATE_BP_ON_PATH_MISPREDICT_total_count,             0
LATE_BP_ON_PATH_MISPREDICT_total_pct,        0.000

LATE_BP_ON_PATH_MISFETCH_count,             0
LATE_BP_ON_PATH_MISFETCH_pct,        0.000
LATE_BP_ON_PATH_MISFETCH_total_count,             0
LATE_BP_ON_PATH_MISFETCH_total_pct,        0.000
LATE_BP_ON_PATH_MISFETCH_sum_count,       1718055
LATE_BP_ON_PATH_MISFETCH_sum_pct,      100.000
LATE_BP_ON_PATH_MISFETCH_sum_total_count,       3431956
LATE_BP_ON_PATH_MISFETCH_sum_total_pct,      100.000
LATE_BP_ON_PATH_MISFETCH_mean,         0.00
LATE_BP_ON_PATH_MISFETCH_stddev,         0.00
LATE_BP_ON_PATH_MISFETCH_total_mean,         0.00
LATE_BP_ON_PATH_MISFETCH_total_stddev,         0.00

LATE_BP_OFF_PATH_CORRECT_count,      43440188
LATE_BP_OFF_PATH_CORRECT_pct,      100.000
LATE_BP_OFF_PATH_CORRECT_total_count,      87524885
LATE_BP_OFF_PATH_CORRECT_total_pct,      100.000

LATE_BP_OFF_PATH_MISPREDICT_count,             0
LATE_BP_OFF_PATH_MISPREDICT_pct,        0.000
LATE_BP_OFF_PATH_MISPREDICT_total_count,             0
LATE_BP_OFF_PATH_MISPREDICT_total_pct,        0.000

LATE_BP_OFF_PATH_MISFETCH_count,             0
LATE_BP_OFF_PATH_MISFETCH_pct,        0.000
LATE_BP_OFF_PATH_MISFETCH_total_count,             0
LATE_BP_OFF_PATH_MISFETCH_total_pct,        0.000
LATE_BP_OFF_PATH_MISFETCH_sum_count,      43440188
LATE_BP_OFF_PATH_MISFETCH_sum_pct,      100.000
LATE_BP_OFF_PATH_MISFETCH_sum_total_count,      87524885
LATE_BP_OFF_PATH_MISFETCH_sum_total_pct,      100.000
LATE_BP_OFF_PATH_MISFETCH_mean,         0.00
LATE_BP_OFF_PATH_MISFETCH_stddev,         0.00
LATE_BP_OFF_PATH_MISFETCH_total_mean,         0.00
LATE_BP_OFF_PATH_MISFETCH_total_stddev,         0.00

BP_ON_PATH_CONF_PVN_count,             0
BP_ON_PATH_CONF_PVN_pct,         -nan
BP_ON_PATH_CONF_PVN_total_count,             0
BP_ON_PATH_CONF_PVN_total_pct,         -nan

