Core, 0
Cumulative Cycles, 23533499            
Cumulative Instructions, 20000000            
Cumulative IPC, 0.84985
Periodic Cycles, 11730946            
Periodic Instructions, 10000000            
Periodic IPC, 0.85245

BTB_ON_PATH_MISS_count,        153778
BTB_ON_PATH_MISS_pct,        8.413
BTB_ON_PATH_MISS_total_count,        350275
BTB_ON_PATH_MISS_total_pct,        9.574

BTB_ON_PATH_HIT_count,       1674076
BTB_ON_PATH_HIT_pct,       91.587
BTB_ON_PATH_HIT_total_count,       3308259
BTB_ON_PATH_HIT_total_pct,       90.426
BTB_ON_PATH_HIT_sum_count,       1827854
BTB_ON_PATH_HIT_sum_pct,      100.000
BTB_ON_PATH_HIT_sum_total_count,       3658534
BTB_ON_PATH_HIT_sum_total_pct,      100.000
BTB_ON_PATH_HIT_mean,         0.92
BTB_ON_PATH_HIT_stddev,         0.88
BTB_ON_PATH_HIT_total_mean,         0.90
BTB_ON_PATH_HIT_total_stddev,         0.86

BTB_OFF_PATH_MISS_count,        934844
BTB_OFF_PATH_MISS_pct,        4.341
BTB_OFF_PATH_MISS_total_count,       2269093
BTB_OFF_PATH_MISS_total_pct,        5.143

BTB_OFF_PATH_HIT_count,      20599369
BTB_OFF_PATH_HIT_pct,       95.659
BTB_OFF_PATH_HIT_total_count,      41849866
BTB_OFF_PATH_HIT_total_pct,       94.857
BTB_OFF_PATH_HIT_sum_count,      21534213
BTB_OFF_PATH_HIT_sum_pct,      100.000
BTB_OFF_PATH_HIT_sum_total_count,      44118959
BTB_OFF_PATH_HIT_sum_total_pct,      100.000
BTB_OFF_PATH_HIT_mean,         0.96
BTB_OFF_PATH_HIT_stddev,         0.94
BTB_OFF_PATH_HIT_total_mean,         0.95
BTB_OFF_PATH_HIT_total_stddev,         0.93

BTB_ON_PATH_WRITE_count,          8319
BTB_ON_PATH_WRITE_pct,      100.000
BTB_ON_PATH_WRITE_total_count,         16925
BTB_ON_PATH_WRITE_total_pct,       99.629

BTB_OFF_PATH_WRITE_count,             0
BTB_OFF_PATH_WRITE_pct,        0.000
BTB_OFF_PATH_WRITE_total_count,            63
BTB_OFF_PATH_WRITE_total_pct,        0.371
BTB_OFF_PATH_WRITE_sum_count,          8319
BTB_OFF_PATH_WRITE_sum_pct,      100.000
BTB_OFF_PATH_WRITE_sum_total_count,         16988
BTB_OFF_PATH_WRITE_sum_total_pct,      100.000
BTB_OFF_PATH_WRITE_mean,         0.00
BTB_OFF_PATH_WRITE_stddev,         0.00
BTB_OFF_PATH_WRITE_total_mean,         0.00
BTB_OFF_PATH_WRITE_total_stddev,         0.06

BP_ON_PATH_CORRECT_count,       1476092
BP_ON_PATH_CORRECT_pct,       80.755
BP_ON_PATH_CORRECT_total_count,       2957522
BP_ON_PATH_CORRECT_total_pct,       80.839

BP_ON_PATH_MISPREDICT_count,        351636
BP_ON_PATH_MISPREDICT_pct,       19.238
BP_ON_PATH_MISPREDICT_total_count,        700772
BP_ON_PATH_MISPREDICT_total_pct,       19.154

BP_ON_PATH_MISFETCH_count,           126
BP_ON_PATH_MISFETCH_pct,        0.007
BP_ON_PATH_MISFETCH_total_count,           240
BP_ON_PATH_MISFETCH_total_pct,        0.007
BP_ON_PATH_MISFETCH_sum_count,       1827854
BP_ON_PATH_MISFETCH_sum_pct,      100.000
BP_ON_PATH_MISFETCH_sum_total_count,       3658534
BP_ON_PATH_MISFETCH_sum_total_pct,      100.000
BP_ON_PATH_MISFETCH_mean,         0.19
BP_ON_PATH_MISFETCH_stddev,         0.35
BP_ON_PATH_MISFETCH_total_mean,         0.19
BP_ON_PATH_MISFETCH_total_stddev,         0.35

BP_OFF_PATH_CORRECT_count,      16435657
BP_OFF_PATH_CORRECT_pct,       76.323
BP_OFF_PATH_CORRECT_total_count,      34214004
BP_OFF_PATH_CORRECT_total_pct,       77.549

BP_OFF_PATH_MISPREDICT_count,       5055694
BP_OFF_PATH_MISPREDICT_pct,       23.477
BP_OFF_PATH_MISPREDICT_total_count,       9823923
BP_OFF_PATH_MISPREDICT_total_pct,       22.267

BP_OFF_PATH_MISFETCH_count,         42862
BP_OFF_PATH_MISFETCH_pct,        0.199
BP_OFF_PATH_MISFETCH_total_count,         81032
BP_OFF_PATH_MISFETCH_total_pct,        0.184
BP_OFF_PATH_MISFETCH_sum_count,      21534213
BP_OFF_PATH_MISFETCH_sum_pct,      100.000
BP_OFF_PATH_MISFETCH_sum_total_count,      44118959
BP_OFF_PATH_MISFETCH_sum_total_pct,      100.000
BP_OFF_PATH_MISFETCH_mean,         0.24
BP_OFF_PATH_MISFETCH_stddev,         0.38
BP_OFF_PATH_MISFETCH_total_mean,         0.23
BP_OFF_PATH_MISFETCH_total_stddev,         0.37

LATE_BP_ON_PATH_CORRECT_count,       1827854
LATE_BP_ON_PATH_CORRECT_pct,      100.000
LATE_BP_ON_PATH_CORRECT_total_count,       3658534
LATE_BP_ON_PATH_CORRECT_total_pct,      100.000

LATE_BP_ON_PATH_MISPREDICT_count,             0
LATE_BP_ON_PATH_MISPREDICT_pct,        0.000
LATE_BP_ON_PATH_MISPREDICT_total_count,             0
LATE_BP_ON_PATH_MISPREDICT_total_pct,        0.000

LATE_BP_ON_PATH_MISFETCH_count,             0
LATE_BP_ON_PATH_MISFETCH_pct,        0.000
LATE_BP_ON_PATH_MISFETCH_total_count,             0
LATE_BP_ON_PATH_MISFETCH_total_pct,        0.000
LATE_BP_ON_PATH_MISFETCH_sum_count,       1827854
LATE_BP_ON_PATH_MISFETCH_sum_pct,      100.000
LATE_BP_ON_PATH_MISFETCH_sum_total_count,       3658534
LATE_BP_ON_PATH_MISFETCH_sum_total_pct,      100.000
LATE_BP_ON_PATH_MISFETCH_mean,         0.00
